Word
Shame
Abashed
Awkward
Discomfited
Flushed
Flustered
Hesitant
Humble
Reticent
Self-conscious
Speechless
Withdrawn
Ashamed
Chagrined
Contrite
Culpable
Embarrassed
Guilty
Humbled
Intimidated
Penitent
Regretful
Remorseful
Reproachful
Rueful
Sheepish
Belittled
Degraded
Demeaned
Disgraced
Guilt-ridden
Guilt-stricken
Humiliated
Mortified
Ostracized
Self-condemning
Self-flagellating
Shamefaced
Stigmatized
